athlete_id,name,age,gender,location,nationality,latitude,longitude,primary_sport,secondary_sport,competition_level,years_training,height_cm,weight_kg,bmi,estimated_vo2max,social_network_size,coaching_support,training_partners,career_status,communication_preference,personality_score
ATH_0803,Nana King,35,Female,"Amsterdam, Netherlands",Netherlands,52.3,4.8,Cycling,,Advanced,6,165,59,21.7,42,37,1,2,Active,Mixed,9.7
ATH_0804,Daiki Petit,30,Male,"Cairo, Egypt",Egypt,30.0,31.2,Football,,Advanced,11,177,73,23.3,55,35,1,1,Active,Mixed,9.5
ATH_0805,Carmen Garcia,34,Female,"Osaka, Japan",Japan,34.6,135.5,Basketball,Swimming,Elite Amateur,16,153,74,31.6,53,15,1,0,Active,Mixed,7.5
ATH_0806,Donna Patel,35,Female,"Kyoto, Japan",Japan,35.0,135.7,Climbing,,Elite Amateur,12,177,65,20.7,50,38,1,1,Active,App-based,4.6
ATH_0807,Luca Torres,29,Male,"Barcelona, Spain",Spain,41.3,2.1,Rowing,,Intermediate,4,182,90,27.2,49,35,1,0,Retired,Voice-focused,9.8
ATH_0808,Marie Lewis,22,Female,"Mumbai, India",India,19.0,72.8,Climbing,,Beginner,3,150,63,28.0,42,36,0,2,Active,Voice-focused,6.7
ATH_0809,Mustafa Ferrari,38,Male,"Melbourne, Australia",Australia,-37.8,144.9,Tennis,,Intermediate,5,185,82,24.0,41,14,0,0,Active,App-based,1.0
ATH_0810,Ahmed Dupont,27,Male,"Dubai, UAE",UAE,25.2,55.2,Hiking,,Advanced,7,183,72,21.5,54,29,1,0,Active,App-based,5.0
ATH_0811,Philippe Scott,34,Male,"Dallas, USA",USA,32.7,-96.7,Volleyball,,Advanced,8,165,81,29.8,57,6,1,0,Active,Email-focused,1.7
ATH_0812,Fatima Schneider,29,Female,"Copenhagen, Denmark",Denmark,55.6,12.5,Rugby,Volleyball,Advanced,9,159,55,21.8,46,44,1,2,Active,Text-focused,1.8
ATH_0813,Vikram Leroy,31,Male,"Los Angeles, USA",USA,34.0,-118.2,Football,,Beginner,3,175,85,27.8,41,13,1,0,Active,App-based,2.5
ATH_0814,Juan Desai,37,Female,"Turin, Italy",Italy,45.0,7.6,Football,,Intermediate,4,168,74,26.2,41,50,1,2,Active,Mixed,6.1
ATH_0815,Kavya Bernard,35,Female,"Oslo, Norway",Norway,59.9,10.7,Rugby,,Advanced,10,160,69,27.0,51,37,1,2,Active,Voice-focused,7.0
ATH_0816,Joshua Wilson,48,Male,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Cycling,,Advanced,11,183,91,27.2,54,65,0,3,Active,Mixed,9.6
ATH_0817,Giulia Lopez,27,Female,"Marseille, France",France,43.2,5.3,Boxing,Running,Elite Amateur,10,161,63,24.3,57,50,1,0,Active,Email-focused,3.2
ATH_0818,Paul Weber,38,Male,"Copenhagen, Denmark",Denmark,55.6,12.5,Climbing,,Intermediate,7,172,94,31.8,44,50,0,3,Active,Voice-focused,6.0
ATH_0819,Hassan Leroy,25,Male,"Austin, USA",USA,30.2,-97.7,Boxing,,Advanced,9,170,71,24.6,58,30,0,2,Active,Email-focused,2.0
ATH_0820,Antoine Ricci,28,Male,"Rome, Italy",Italy,41.9,12.4,Football,Rugby,Intermediate,8,175,83,27.1,50,25,0,1,Active,Text-focused,1.5
ATH_0821,Antonio Sato,49,Male,"St Petersburg, Russia",Russia,59.9,30.3,Skiing,,Advanced,15,176,65,21.0,48,94,1,5,Active,Voice-focused,9.2
ATH_0822,John Lewis,29,Male,"Stuttgart, Germany",Germany,48.7,9.1,Skiing,Climbing,Intermediate,5,182,68,20.5,50,51,0,3,Active,Mixed,7.2
ATH_0823,Betty Smith,34,Female,"Houston, USA",USA,29.7,-95.3,Football,,Elite Amateur,14,154,48,20.2,53,19,0,0,Active,Text-focused,3.8
ATH_0824,Karen Torres,41,Female,"Mumbai, India",India,19.0,72.8,Running,,Elite Amateur,14,162,55,21.0,53,35,0,0,Active,Text-focused,0.5
ATH_0825,Sofia Johnson,21,Female,"Birmingham, UK",UK,52.4,-1.9,Rugby,,Advanced,6,169,65,22.8,53,46,1,1,Active,Text-focused,3.6
ATH_0826,Amit White,32,Male,"Los Angeles, USA",USA,34.0,-118.2,Cycling,,Elite Amateur,12,175,73,23.8,54,66,1,2,Active,Voice-focused,8.1
ATH_0827,Hiroshi Garcia,36,Male,"St Petersburg, Russia",Russia,59.9,30.3,Skiing,,Advanced,9,182,63,19.0,48,21,1,0,Active,Email-focused,0.7
ATH_0828,Julie Rossi,30,Female,"Buenos Aires, Argentina",Argentina,-34.6,-58.3,Basketball,,Intermediate,7,171,76,26.0,44,33,1,1,Active,Text-focused,4.0
ATH_0829,Aditya Lopez,30,Male,"Cairo, Egypt",Egypt,30.0,31.2,Boxing,,Intermediate,6,177,81,25.9,50,42,0,0,Active,Mixed,7.7
ATH_0830,Sakura Nakamura,33,Female,"Hamburg, Germany",Germany,53.5,10.0,Rugby,,Advanced,12,170,53,18.3,48,66,1,4,Active,Voice-focused,6.2
ATH_0831,Nicolas Walker,27,Male,"Helsinki, Finland",Finland,60.1,24.9,Rugby,,Advanced,10,170,75,26.0,53,70,0,1,Active,Email-focused,3.1
ATH_0832,Aiko Desai,23,Female,"Munich, Germany",Germany,48.1,11.5,Triathlon,,Intermediate,7,172,45,15.2,39,59,0,2,Active,Text-focused,4.1
ATH_0833,Michael Williams,39,Male,"Houston, USA",USA,29.7,-95.3,Rugby,,Advanced,7,175,84,27.4,54,38,1,1,Active,Email-focused,0.5
ATH_0834,Wu Gupta,28,Male,"Johannesburg, South Africa",South Africa,-26.2,28.0,Hiking,,Advanced,11,170,69,23.9,54,19,1,0,Active,App-based,0.1
ATH_0835,Vikram Durand,26,Male,"Bangkok, Thailand",Thailand,13.7,100.5,Climbing,Triathlon,Intermediate,3,172,67,22.6,55,23,0,0,Active,Mixed,9.8
ATH_0836,Ananya Wu,37,Female,"Warsaw, Poland",Poland,52.2,21.0,Running,Boxing,Intermediate,7,165,91,33.4,35,86,1,3,Active,Voice-focused,8.7
ATH_0837,Divya Rodriguez,22,Female,"Montreal, Canada",Canada,45.5,-73.5,Hiking,Swimming,Beginner,3,167,68,24.4,37,21,0,1,Active,Text-focused,1.7
ATH_0838,Mark Petit,42,Male,"Munich, Germany",Germany,48.1,11.5,Rowing,Basketball,Advanced,6,181,76,23.2,55,5,1,0,Active,App-based,1.6
ATH_0839,Elena Suzuki,32,Female,"Hyderabad, India",India,17.3,78.4,Cycling,,Beginner,1,170,45,15.6,43,88,0,0,Active,App-based,3.2
ATH_0840,Takeshi Hoffmann,41,Male,"Manchester, UK",UK,53.4,-2.2,Tennis,,Advanced,12,175,76,24.8,53,92,0,5,Active,Mixed,8.0
ATH_0841,Donald Brown,48,Male,"Hamburg, Germany",Germany,53.5,10.0,Triathlon,Football,Advanced,14,182,81,24.5,53,65,1,1,Active,Mixed,7.2
ATH_0842,Raj Johnson,23,Male,"Seoul, South Korea",South Korea,37.5,126.9,Cycling,,Intermediate,5,190,83,23.0,50,22,0,0,Active,App-based,2.1
ATH_0843,Sophie Schmidt,32,Female,"Toulouse, France",France,43.6,1.4,Climbing,,Advanced,7,170,69,23.9,48,90,1,6,Active,Voice-focused,8.0
ATH_0844,Antoine Singh,35,Male,"Kyoto, Japan",Japan,35.0,135.7,Tennis,,Beginner,2,192,66,17.9,44,104,1,1,Active,Mixed,9.2
ATH_0845,Sophie Marino,38,Female,"São Paulo, Brazil",Brazil,-23.5,-46.6,Volleyball,Cycling,Advanced,9,172,55,18.6,44,35,0,1,Active,Email-focused,5.8
ATH_0846,Sara Torres,36,Female,"Shanghai, China",China,31.2,121.4,Boxing,,Intermediate,7,162,77,29.3,37,5,0,0,Active,Email-focused,0.7
ATH_0847,Nana Ricci,33,Female,"Istanbul, Turkey",Turkey,41.0,28.9,Rowing,Football,Intermediate,8,160,51,19.9,41,31,1,2,Active,Voice-focused,6.2
ATH_0848,Fatima Wang,28,Female,"Valencia, Spain",Spain,39.4,-0.3,Football,,Intermediate,5,158,58,23.2,42,28,1,1,Active,Voice-focused,6.2
ATH_0849,Marco Petit,40,Male,"Kyoto, Japan",Japan,35.0,135.7,Triathlon,,Advanced,15,176,60,19.4,52,64,0,2,Active,Voice-focused,8.1
ATH_0850,Marie Zhao,35,Female,"Seville, Spain",Spain,37.3,-5.9,Boxing,,Advanced,14,157,74,30.0,48,65,1,0,Active,Mixed,7.6
ATH_0851,Felix Desai,29,Male,"Santiago, Chile",Chile,-33.4,-70.6,Hiking,,Intermediate,5,172,70,23.7,50,39,0,2,Active,Text-focused,1.7
ATH_0852,Julien Miller,30,Male,"Philadelphia, USA",USA,39.9,-75.1,CrossFit,,Advanced,8,181,66,20.1,47,98,1,1,Active,Voice-focused,7.3
ATH_0853,Jean Torres,34,Male,"Amsterdam, Netherlands",Netherlands,52.3,4.8,Hiking,Boxing,Advanced,10,173,79,26.4,52,65,1,0,Active,Mixed,6.8
ATH_0854,Carlos Lopez,25,Male,"Dubai, UAE",UAE,25.2,55.2,Football,Triathlon,Advanced,6,175,45,14.7,58,83,1,3,Active,Email-focused,3.9
ATH_0855,Zhou Sharma,23,Male,"Singapore, Singapore",Singapore,1.3,103.8,Rowing,,Beginner,1,188,56,15.8,42,61,0,1,Active,Mixed,6.0
ATH_0856,Haruki Schneider,39,Male,"Bangalore, India",India,12.9,77.5,Basketball,,Beginner,3,180,63,19.4,39,5,0,0,Active,Text-focused,2.3
ATH_0857,Camila Lewis,31,Female,"Copenhagen, Denmark",Denmark,55.6,12.5,Skiing,Volleyball,Intermediate,4,162,69,26.3,46,39,0,2,Active,Voice-focused,8.1
ATH_0858,Nour Wu,30,Female,"Chicago, USA",USA,41.8,-87.6,Boxing,Hiking,Intermediate,6,154,64,27.0,44,24,1,1,Active,App-based,0.7
ATH_0859,Barbara Wu,28,Female,"Kyoto, Japan",Japan,35.0,135.7,Skiing,Boxing,Elite Amateur,10,170,65,22.5,50,33,1,2,Active,App-based,5.5
ATH_0860,Mateo Singh,38,Male,"Gothenburg, Sweden",Sweden,57.7,11.9,Rugby,,Beginner,1,179,79,24.7,40,37,0,2,Active,Voice-focused,9.8
ATH_0861,Antonio Ricci,25,Male,"San Jose, USA",USA,37.3,-121.8,Rugby,Volleyball,Advanced,6,181,79,24.1,51,52,1,1,Active,Text-focused,3.5
ATH_0862,Sebastian Williams,40,Male,"Montreal, Canada",Canada,45.5,-73.5,Swimming,,Intermediate,6,174,76,25.1,49,31,0,1,Active,Email-focused,0.5
ATH_0863,Carlos Martin,39,Male,"Cairo, Egypt",Egypt,30.0,31.2,Tennis,,Intermediate,5,178,70,22.1,49,14,0,0,Active,Email-focused,3.8
ATH_0864,Amina Ricci,54,Female,"Dubai, UAE",UAE,25.2,55.2,Volleyball,,Intermediate,6,162,47,17.9,43,111,1,0,Active,Voice-focused,9.5
ATH_0865,Hana Wu,21,Female,"Stockholm, Sweden",Sweden,59.3,18.0,Triathlon,,Advanced,6,160,69,27.0,50,44,1,2,Active,Voice-focused,9.0
ATH_0866,Sanjay King,19,Male,"Toronto, Canada",Canada,43.6,-79.3,Basketball,CrossFit,Advanced,6,168,87,30.8,61,134,1,2,Active,Voice-focused,9.8
ATH_0867,Karen Colombo,42,Female,"Rotterdam, Netherlands",Netherlands,51.9,4.4,Rowing,Volleyball,Beginner,2,159,71,28.1,36,35,1,2,Active,Text-focused,1.8
ATH_0868,Julia Lewis,25,Female,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Basketball,,Advanced,9,159,72,28.5,50,61,1,4,Active,Voice-focused,8.9
ATH_0869,Vincent Rossi,35,Male,"St Petersburg, Russia",Russia,59.9,30.3,Swimming,,Elite Amateur,16,150,73,32.4,62,32,1,2,Active,App-based,5.4
ATH_0870,Raj Robinson,40,Male,"Philadelphia, USA",USA,39.9,-75.1,Swimming,Cycling,Intermediate,7,178,77,24.3,52,97,0,3,Retired,Mixed,7.2
ATH_0871,Klaus Rodriguez,23,Male,"Madrid, Spain",Spain,40.4,-3.7,Boxing,,Intermediate,3,156,82,33.7,51,70,0,4,Retired,Email-focused,4.6
ATH_0872,Giulia Ito,33,Female,"Helsinki, Finland",Finland,60.1,24.9,Swimming,,Advanced,15,160,55,21.5,46,52,1,1,Active,Voice-focused,9.8
ATH_0873,Felix Yamamoto,50,Male,"Guangzhou, China",China,23.1,113.2,Volleyball,Cycling,Elite Amateur,11,188,82,23.2,52,97,1,1,Active,Voice-focused,7.1
ATH_0874,Chloé Patel,31,Female,"Mumbai, India",India,19.0,72.8,Triathlon,,Intermediate,6,158,59,23.6,40,78,0,0,Active,Mixed,6.8
ATH_0875,Mustafa Thomas,51,Male,"Gothenburg, Sweden",Sweden,57.7,11.9,Rowing,Swimming,Elite Amateur,16,180,100,30.9,54,12,1,0,Active,Text-focused,1.2
ATH_0876,Margaret Hernandez,26,Female,"Austin, USA",USA,30.2,-97.7,CrossFit,Swimming,Intermediate,3,164,60,22.3,40,49,0,1,Active,Text-focused,0.1
ATH_0877,Kaito Esposito,41,Male,"Jacksonville, USA",USA,30.3,-81.6,Basketball,,Beginner,3,195,81,21.3,43,54,1,1,Active,Text-focused,5.9
ATH_0878,Simone Becker,29,Male,"San Jose, USA",USA,37.3,-121.8,Cycling,Boxing,Intermediate,5,181,68,20.8,53,67,1,3,Active,Voice-focused,6.3
ATH_0879,Ravi Yang,32,Male,"São Paulo, Brazil",Brazil,-23.5,-46.6,Rugby,,Intermediate,4,173,92,30.7,43,34,0,0,Active,Text-focused,1.1
ATH_0880,Andrew Wilson,18,Male,"Chennai, India",India,13.0,80.2,Football,CrossFit,Advanced,6,186,90,26.0,53,33,1,0,Active,Mixed,7.7
ATH_0881,Lucia Liu,31,Female,"Dallas, USA",USA,32.7,-96.7,Volleyball,,Intermediate,4,178,68,21.5,39,32,0,2,Active,App-based,2.9
ATH_0882,Emma Ferrari,41,Female,"Stuttgart, Germany",Germany,48.7,9.1,Football,,Advanced,13,177,63,20.1,43,103,1,1,Active,Voice-focused,9.7
ATH_0883,Rohan Jones,27,Male,"Los Angeles, USA",USA,34.0,-118.2,Volleyball,,Advanced,8,168,60,21.3,54,40,0,2,Active,Text-focused,0.8
ATH_0884,Juan Becker,44,Female,"Shanghai, China",China,31.2,121.4,Hiking,Rugby,Elite Amateur,13,182,45,13.6,53,5,1,0,Active,Email-focused,0.9
ATH_0885,Amit Romano,25,Male,"Dallas, USA",USA,32.7,-96.7,Boxing,,Intermediate,7,161,79,30.5,47,5,0,0,Active,App-based,1.5
ATH_0886,Ying Kumar,45,Female,"Milan, Italy",Italy,45.4,9.1,Triathlon,,Elite Amateur,17,169,64,22.4,50,23,1,0,Active,App-based,1.9
ATH_0887,Léa Sasaki,24,Female,"Gothenburg, Sweden",Sweden,57.7,11.9,Rowing,,Elite Amateur,10,165,48,17.6,52,26,1,0,Active,App-based,4.3
ATH_0888,Riya Hernandez,35,Female,"Helsinki, Finland",Finland,60.1,24.9,Running,,Beginner,3,154,45,19.0,34,79,1,2,Active,Mixed,8.3
ATH_0889,Jing Hoffmann,29,Female,"Santiago, Chile",Chile,-33.4,-70.6,Swimming,,Elite Amateur,10,162,60,22.9,52,57,1,2,Active,Text-focused,5.2
ATH_0890,Nikhil Meyer,44,Male,"Leeds, UK",UK,53.8,-1.5,Volleyball,,Beginner,1,167,76,27.3,44,36,1,1,Active,Email-focused,5.4
ATH_0891,Sarah Lee,37,Female,"Berlin, Germany",Germany,52.5,13.4,Skiing,,Advanced,13,161,71,27.4,45,82,1,2,Active,App-based,5.8
ATH_0892,Ana Thompson,42,Female,"Paris, France",France,48.8,2.3,Hiking,,Advanced,7,158,55,22.0,44,132,0,7,Active,Mixed,9.0
ATH_0893,Marco Smith,21,Male,"Dubai, UAE",UAE,25.2,55.2,Boxing,CrossFit,Beginner,2,163,102,38.4,48,31,0,1,Active,Voice-focused,9.7
ATH_0894,Anna Fischer,19,Female,"Santiago, Chile",Chile,-33.4,-70.6,Basketball,,Beginner,1,176,61,19.7,34,89,1,4,Active,Mixed,9.7
ATH_0895,Daiki Wright,27,Male,"Busan, South Korea",South Korea,35.1,129.0,Rugby,,Intermediate,3,185,75,21.9,49,106,1,4,Active,Mixed,9.1
ATH_0896,Andreas Ricci,38,Male,"Istanbul, Turkey",Turkey,41.0,28.9,Cycling,Boxing,Elite Amateur,15,182,68,20.5,59,77,1,4,Active,Voice-focused,7.4
ATH_0897,Camille Rossi,37,Female,"Dubai, UAE",UAE,25.2,55.2,Boxing,,Advanced,10,171,55,18.8,47,68,0,2,Active,App-based,5.3
ATH_0898,Sara Smith,18,Female,"Manchester, UK",UK,53.4,-2.2,Volleyball,Hiking,Beginner,1,166,60,21.8,43,73,0,1,Active,Voice-focused,7.0
ATH_0899,Jennifer Müller,24,Female,"Toulouse, France",France,43.6,1.4,Skiing,,Elite Amateur,10,164,57,21.2,53,26,1,1,Active,Email-focused,1.4
ATH_0900,Aditya Lewis,25,Male,"Lagos, Nigeria",Nigeria,6.5,3.3,CrossFit,,Intermediate,4,174,70,23.1,52,25,0,1,Active,Mixed,6.3
ATH_0901,Davide Fischer,35,Male,"New York, USA",USA,40.7,-74.0,Triathlon,Football,Advanced,8,185,74,21.6,50,14,1,0,Active,Text-focused,3.1
ATH_0902,Kimberly Lewis,42,Female,"Turin, Italy",Italy,45.0,7.6,Climbing,,Intermediate,3,173,58,19.4,40,54,1,1,Active,App-based,5.6
ATH_0903,Neha Wu,41,Female,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Triathlon,,Elite Amateur,12,161,53,20.4,53,83,0,5,Active,Voice-focused,8.4
ATH_0904,Nikhil Lee,31,Male,"San Diego, USA",USA,32.7,-117.1,Skiing,,Intermediate,5,181,54,16.5,50,54,1,2,Active,App-based,3.8
ATH_0905,Leonardo Desai,37,Male,"Tokyo, Japan",Japan,35.6,139.6,Triathlon,Rugby,Advanced,10,176,83,26.8,46,120,1,7,Active,Voice-focused,10.0
ATH_0906,Luca Meyer,28,Male,"Berlin, Germany",Germany,52.5,13.4,CrossFit,,Intermediate,3,188,89,25.2,53,23,0,1,Active,Text-focused,0.3
ATH_0907,Wei Kobayashi,40,Male,"Moscow, Russia",Russia,55.7,37.6,Boxing,,Advanced,8,184,64,18.9,46,24,1,0,Active,Mixed,7.5
ATH_0908,Marco Harris,32,Male,"Manchester, UK",UK,53.4,-2.2,Tennis,,Intermediate,5,177,58,18.5,46,27,0,1,Active,Text-focused,4.7
ATH_0909,Amina Müller,30,Female,"Valencia, Spain",Spain,39.4,-0.3,Tennis,Rowing,Elite Amateur,10,157,61,24.7,50,46,0,1,Active,App-based,3.3
ATH_0910,Nana Rossi,37,Female,"Hyderabad, India",India,17.3,78.4,Triathlon,,Intermediate,3,163,56,21.1,41,54,0,0,Active,App-based,3.5
ATH_0911,Silvia Thomas,19,Female,"Jacksonville, USA",USA,30.3,-81.6,CrossFit,,Intermediate,3,169,47,16.5,45,81,1,5,Active,Email-focused,3.4
ATH_0912,Amit Zhang,58,Male,"London, UK",UK,51.5,-0.1,Boxing,Cycling,Advanced,6,186,85,24.6,51,30,1,1,Active,Email-focused,4.5
ATH_0913,Juan Sanchez,35,Female,"Cologne, Germany",Germany,50.9,6.9,Running,,Advanced,9,167,56,20.1,44,56,1,0,Active,Email-focused,3.8
ATH_0914,Khalid Dupont,39,Male,"Stockholm, Sweden",Sweden,59.3,18.0,Skiing,,Beginner,1,181,63,19.2,42,49,1,1,Active,Mixed,6.2
ATH_0915,Aditya Walker,26,Male,"Frankfurt, Germany",Germany,50.1,8.6,CrossFit,,Elite Amateur,10,177,91,29.0,58,58,0,1,Active,App-based,3.4
ATH_0916,Alessia Lewis,29,Female,"Chicago, USA",USA,41.8,-87.6,Volleyball,,Advanced,7,166,71,25.8,46,59,1,0,Active,Voice-focused,6.3
ATH_0917,Emi Bianchi,31,Female,"Liverpool, UK",UK,53.4,-2.9,Boxing,CrossFit,Intermediate,4,169,65,22.8,43,26,0,0,Active,Text-focused,1.1
ATH_0918,Giulia Moore,30,Female,"Cologne, Germany",Germany,50.9,6.9,Rugby,,Intermediate,4,172,67,22.6,41,24,1,1,Active,Text-focused,1.5
ATH_0919,Miguel Petit,43,Male,"Turin, Italy",Italy,45.0,7.6,Running,,Advanced,6,185,74,21.6,47,28,0,0,Active,Text-focused,2.2
ATH_0920,Yui Sanchez,26,Female,"Brisbane, Australia",Australia,-27.4,153.0,Volleyball,,Elite Amateur,10,168,63,22.3,54,78,0,0,Active,Email-focused,3.3
ATH_0921,Kenji Hill,22,Male,"Rotterdam, Netherlands",Netherlands,51.9,4.4,Rugby,,Beginner,3,178,82,25.9,43,8,0,0,Active,Text-focused,2.5
ATH_0922,Tariq Müller,41,Male,"Philadelphia, USA",USA,39.9,-75.1,Running,,Advanced,6,168,74,26.2,47,26,1,1,Active,Text-focused,4.8
ATH_0923,Ashley Young,34,Female,"Shenzhen, China",China,22.5,114.1,Triathlon,,Semi-Pro,14,168,68,24.1,54,60,1,4,Active,Mixed,9.4
ATH_0924,Rafael Young,31,Male,"Shenzhen, China",China,22.5,114.1,Rowing,Running,Advanced,6,168,66,23.4,48,28,0,0,Active,Text-focused,0.9
ATH_0925,Nina Thomas,40,Female,"Moscow, Russia",Russia,55.7,37.6,Football,Triathlon,Advanced,10,174,54,17.8,44,124,1,7,Active,Mixed,7.9
ATH_0926,Kenji Rodriguez,44,Male,"Guangzhou, China",China,23.1,113.2,Cycling,Rowing,Intermediate,6,176,83,26.8,45,15,1,1,Active,App-based,0.7
ATH_0927,Julie Becker,23,Female,"Bangalore, India",India,12.9,77.5,Volleyball,,Beginner,2,166,72,26.1,34,115,1,6,Active,Voice-focused,8.0
ATH_0928,Isabella Patel,36,Female,"Barcelona, Spain",Spain,41.3,2.1,CrossFit,,Advanced,10,162,52,19.8,51,98,0,5,Active,Voice-focused,8.7
ATH_0929,Valentina Becker,44,Female,"Montreal, Canada",Canada,45.5,-73.5,Triathlon,Climbing,Advanced,11,167,62,22.2,49,51,1,2,Active,App-based,4.5
ATH_0930,Zainab Jones,23,Female,"Rotterdam, Netherlands",Netherlands,51.9,4.4,Rugby,Basketball,Beginner,1,164,60,22.3,37,64,0,2,Active,Text-focused,3.9
ATH_0931,Rosa Jackson,23,Female,"Manchester, UK",UK,53.4,-2.2,Rowing,Triathlon,Intermediate,3,175,70,22.9,42,40,1,2,Active,Voice-focused,8.5
ATH_0932,David Singh,39,Male,"Phoenix, USA",USA,33.4,-112.0,Boxing,,Advanced,14,174,46,15.2,53,5,0,0,Retired,App-based,2.7
ATH_0933,Patricia Johnson,44,Female,"Stuttgart, Germany",Germany,48.7,9.1,Volleyball,,Beginner,1,165,64,23.5,37,64,0,4,Active,Voice-focused,8.0
ATH_0934,Philippe Nguyen,40,Male,"Istanbul, Turkey",Turkey,41.0,28.9,Tennis,Climbing,Elite Amateur,19,187,87,24.9,55,67,1,2,Active,Voice-focused,8.1
ATH_0935,Takeshi Sasaki,22,Male,"Dubai, UAE",UAE,25.2,55.2,Triathlon,,Beginner,3,175,90,29.4,46,14,0,0,Active,Text-focused,5.7
ATH_0936,Emily Martinez,44,Female,"Valencia, Spain",Spain,39.4,-0.3,Tennis,,Beginner,2,158,65,26.0,33,125,0,4,Active,Voice-focused,8.1
ATH_0937,Marine Li,36,Female,"Valencia, Spain",Spain,39.4,-0.3,Tennis,,Elite Amateur,10,158,63,25.2,51,18,1,1,Active,Text-focused,2.7
ATH_0938,Nour Zhou,19,Female,"Shanghai, China",China,31.2,121.4,Rugby,Triathlon,Advanced,6,166,59,21.4,51,99,1,5,Active,Voice-focused,8.4
ATH_0939,Aditya Meyer,25,Male,"Santiago, Chile",Chile,-33.4,-70.6,Rowing,,Advanced,9,181,89,27.2,56,42,0,2,Retired,Voice-focused,8.3
ATH_0940,Chen Flores,47,Male,"Santiago, Chile",Chile,-33.4,-70.6,Rowing,Skiing,Advanced,11,188,75,21.2,54,42,1,2,Active,Voice-focused,6.5
ATH_0941,Anthony Robert,36,Male,"Seoul, South Korea",South Korea,37.5,126.9,Hiking,,Elite Amateur,18,165,82,30.1,61,13,1,0,Active,App-based,2.9
ATH_0942,Elena Thompson,29,Female,"Guangzhou, China",China,23.1,113.2,Hiking,,Elite Amateur,13,166,48,17.4,48,50,1,2,Active,Mixed,6.0
ATH_0943,Karim Martin,45,Male,"St Petersburg, Russia",Russia,59.9,30.3,Cycling,Boxing,Intermediate,7,177,86,27.5,44,40,0,0,Active,Text-focused,2.3
ATH_0944,Marine Jackson,40,Female,"Bangalore, India",India,12.9,77.5,Running,,Advanced,6,158,69,27.6,45,40,1,0,Active,App-based,2.2
ATH_0945,Zhou Russo,28,Male,"Barcelona, Spain",Spain,41.3,2.1,Climbing,,Advanced,8,171,73,25.0,49,44,1,2,Active,Voice-focused,7.3
ATH_0946,Hana Thomas,42,Female,"Berlin, Germany",Germany,52.5,13.4,Tennis,Skiing,Intermediate,7,172,54,18.3,35,101,1,6,Active,Mixed,7.3
ATH_0947,Francesco Wu,42,Male,"Tokyo, Japan",Japan,35.6,139.6,Rugby,,Intermediate,7,176,77,24.9,47,30,0,2,Active,Text-focused,3.2
ATH_0948,Li Sanchez,26,Male,"Naples, Italy",Italy,40.8,14.2,Hiking,Running,Advanced,8,175,78,25.5,52,56,0,0,Active,Text-focused,4.6
ATH_0949,Priya Zhou,34,Female,"Dallas, USA",USA,32.7,-96.7,Volleyball,CrossFit,Intermediate,4,169,62,21.7,43,78,0,2,Active,Text-focused,4.5
ATH_0950,Huang Dupont,37,Male,"Cairo, Egypt",Egypt,30.0,31.2,Running,Tennis,Advanced,8,189,83,23.2,50,65,0,3,Active,Mixed,6.3
ATH_0951,Felix Reddy,25,Male,"Hyderabad, India",India,17.3,78.4,Running,Cycling,Advanced,9,170,68,23.5,51,74,0,3,Active,Email-focused,5.1
ATH_0952,Emma Yamamoto,24,Female,"Melbourne, Australia",Australia,-37.8,144.9,Swimming,Football,Intermediate,7,179,51,15.9,45,82,1,4,Active,Email-focused,5.4
ATH_0953,Steven Chen,26,Male,"Osaka, Japan",Japan,34.6,135.5,Basketball,,Elite Amateur,10,177,69,22.0,62,71,1,0,Active,Voice-focused,7.0
ATH_0954,Carlos Smith,22,Male,"Busan, South Korea",South Korea,35.1,129.0,Triathlon,Cycling,Advanced,6,187,89,25.5,58,38,1,1,Active,App-based,2.4
ATH_0955,Fang Romano,29,Female,"San Antonio, USA",USA,29.4,-98.4,Hiking,,Intermediate,4,164,58,21.6,40,58,1,0,Active,App-based,4.9
ATH_0956,Anthony Kumar,29,Male,"Melbourne, Australia",Australia,-37.8,144.9,Boxing,,Intermediate,6,160,69,27.0,47,41,1,0,Active,Text-focused,4.6
ATH_0957,Betty Dupont,27,Female,"Paris, France",France,48.8,2.3,Tennis,,Intermediate,7,164,85,31.6,47,32,0,2,Active,Email-focused,4.1
ATH_0958,Mei Anderson,33,Female,"São Paulo, Brazil",Brazil,-23.5,-46.6,Basketball,,Intermediate,5,170,77,26.6,46,28,0,0,Active,App-based,0.5
ATH_0959,Ashley Desai,35,Female,"Brisbane, Australia",Australia,-27.4,153.0,Rowing,,Intermediate,6,162,54,20.6,40,5,0,0,Active,App-based,2.3
ATH_0960,Juan Robinson,38,Male,"Tokyo, Japan",Japan,35.6,139.6,Tennis,Cycling,Advanced,11,176,81,26.1,53,107,0,1,Active,Mixed,8.3
ATH_0961,Karen Esposito,38,Female,"Liverpool, UK",UK,53.4,-2.9,Rowing,,Advanced,6,162,71,27.1,44,29,1,0,Active,App-based,6.0
ATH_0962,Dorothy Jones,38,Female,"Helsinki, Finland",Finland,60.1,24.9,Skiing,,Advanced,14,171,45,15.4,47,5,0,0,Retired,Email-focused,2.7
